,Unnamed: 0,id,index,song_gn_dtl_gnr_basket,issue_date,album_name,album_id,artist_id_basket,song_name,song_gn_gnr_basket,artist_name_basket,img_url
18524,17946,150694,150694,"['GN1104', 'GN1101']",20110404,Take It Back,1234157,[512781],Take It Back,['GN1100'],['The Qemists'],None
18525,17947,186590,186590,"['GN1104', 'GN1103', 'GN1101']",20110321,Invasion 2011,1242053,[411800],Bang Bang (Original Mix) (Feat. DJ Roland Clark),['GN1100'],['Joachim Garraud'],None
18526,17948,549864,549864,"['GN1104', 'GN1101']",20081204,Rhythm & Drums,439655,"[294266, 294368]",Rhythm & Drums (Club Mix),['GN1100'],"['DJ Manian', 'Tune Up!']",None
18527,17949,32530,32530,"['GN2601', 'GN2602']",20090511,Bedtime Story,560251,[11699],Bedtime Story (Elctro Mix),['GN2600'],['Saint Binary'],None
18528,17950,376844,376844,"['GN1104', 'GN1101']",20090708,Wild Weekends 09,613553,[422962],Mash It Up,['GN1100'],['The Young Punx'],None
18529,18029,306564,306564,"['GN1104', 'GN1101']",20090708,Wild Weekends 09,613553,[423112],Silver Surfer (Club Mix),['GN1100'],['Dave Darell'],None
18530,17951,65540,65540,"['GN1104', 'GN1103', 'GN1101']",20050321,The Singles (Special Edition),304388,[100817],Where`s Your Head At,['GN1100'],['Basement Jaxx'],None
18531,17952,293629,293629,"['GN1104', 'GN1103', 'GN1101']",20060403,Musique Vol.1 (1993 - 2005),316661,[104804],Technologic (Radio Edit),['GN1100'],['Daft Punk'],None
18532,17953,229662,229662,"['GN1102', 'GN1101', 'GN1108']",20070703,We Are The Night,353289,[101876],Do It Again,['GN1100'],['Chemical Brothers'],None
18533,17954,569994,569994,['GN1301'],20070821,Who Is Tommy - Tommy Boy Dance Compilation,357623,[229125],The Creeps,['GN1300'],['Camille Joons'],None
18534,17955,311316,311316,"['GN1104', 'GN1101']",20110810,Summer Club Dance 2011,2007327,[559615],Party Rock Anthem,['GN1100'],['K On The Floor'],None
18535,17956,132269,132269,"['GN1104', 'GN1103', 'GN1101']",20110104,Stars On 45 (2011 Remixes),1173858,[105597],45 (Radio Mix),['GN1100'],['Stars On 45'],None
18536,17957,131812,131812,"['GN1104', 'GN1103', 'GN1101']",20110328,House Rider,1243851,[470860],House Rider (Album Edit),['GN1100'],['Rene Rodrigezz'],None
18537,17958,348920,348920,"['GN1104', 'GN1101']",20090623,Love Me Hate Me Kiss Me Kill Me Remixes,1246273,[525866],Love Me Hate Me Kiss Me Kill Me (Disco Of Doom Remix),['GN1100'],['Fukkk Offf'],None
18538,17959,336567,336567,"['GN1104', 'GN1101']",20100208,Please Don`t Panic,805052,[181122],Bang It! (Feat. Gina Turner),['GN1100'],['Zoo Brazil'],None
18539,17960,626823,626823,"['GN1104', 'GN2704', 'GN1101']",20100504,Watercolour,897851,[232133],Watercolour,"['GN2700', 'GN1100']",['Pendulum'],None
18540,17961,349118,349118,"['GN1104', 'GN2704', 'GN1101']",20100524,Immersion,917952,[232133],Immunize (Feat. Liam Howlett Of Prodigy),"['GN2700', 'GN1100']",['Pendulum'],None
18541,17962,78865,78865,"['GN1104', 'GN2704', 'GN1101']",20100524,Immersion,917952,[232133],The Island - Pt. II (Dusk),"['GN2700', 'GN1100']",['Pendulum'],None
18542,17963,66119,66119,"['GN0904', 'GN0901', 'GN1101']",20100616,Da Beat Goes 2010,931460,[479404],Da Beat Goes`10 (Thokula Radio Mix),"['GN0900', 'GN1100']",['Red 5'],None
18543,17964,418933,418933,"['GN1912', 'GN1901']",20100630,So2,971054,[289767],Bbg Bbb,['GN1900'],['Osawa Shinichi'],None
18544,17965,537750,537750,"['GN1104', 'GN1101']",20100804,Kids Party Best Hits Vol.1,991151,[472540],Ready To Move (Radio Edit),['GN1100'],['Soundforgers'],None
18545,17966,186735,186735,['GN2601'],20110831,Slam,2009124,[254387],Slam,['GN2600'],['디제이 쿨러'],None
18546,17967,556726,556726,"['GN2704', 'GN1101']",20110830,Feel So Close (Digital Audio Bundle),2009565,[227229],Feel So Close (Benny Benassi Remix),"['GN2700', 'GN1100']",['Calvin Harris'],None
18547,17968,703576,703576,"['GN1104', 'GN1101']",20100317,50 Techno Club Tracks Vol. 3,839753,[187653],Future Electric (DJ Greek Vs DJ Zilos Radio Mix),['GN1100'],['Chance'],None
18548,17969,30027,30027,['GN1101'],20100325,Juicy Beach 2010 (Mixed By Robbie Rivera),843656,"[503780, 196421]",1980 (Dero & M.O.N.D.A.Y. Mix),['GN1100'],"['Dero', 'Robbie Rivera']",None
18549,17970,83594,83594,['GN0201'],20100405,2E Night (For World DJ Festival),849251,[465400],2E Night,['GN0200'],['DJ 2E Love'],None
18550,17973,614627,614627,"['GN1104', 'GN1103', 'GN1101']",20110307,Dopeness,1247851,"[196421, 54361]",Dopeness,['GN1100'],"['Robbie Rivera', 'David Jones']",None
18551,17974,72290,72290,"['GN1104', 'GN1101']",20110329,Dancefloor 2011,1250553,[521442],Adrenalin (Remix Edit),['GN1100'],['Tom Slake'],None
18552,17975,702894,702894,"['GN1102', 'GN1101']",20130822,"Bass, Beats And 5 Seconds",1250554,"[107125, 515167]","Bass, Beats And 5 Seconds (Gabry Ponte Remix Radio Edit)",['GN1100'],"['Brooklyn Bounce', 'Maurizio Gubellini']",None
18553,17976,450540,450540,"['GN1102', 'GN1101']",20110418,Dang Dang,1251951,"[535781, 535780]",Dang Dang,['GN1100'],"['Zumas', 'Sol Noir']",None
18554,17977,333294,333294,"['GN1104', 'GN1103', 'GN1101']",20110307,We Are The Future,1252856,[411800],We Are The Future (Radio Edit) (Feat. Poet Name Life),['GN1100'],['Joachim Garraud'],None
18555,17978,457313,457313,"['GN1104', 'GN1103', 'GN1101']",20110601,Camper,1294254,[535728],Camper (Feat. Jason Rene) (Radio Mix),['GN1100'],['Albert Kick'],None
18556,17979,613190,613190,"['GN1104', 'GN1103', 'GN1101']",20110609,Real Nari & Milani,1301860,"[466821, 456600]",I Got You (Feat. Max C) (Nari & Milani Sunset Edit),['GN1100'],"['Nari & Milani', 'Cristian Marchi']",None
18557,17980,628169,628169,"['GN1104', 'GN1103', 'GN1101']",20110609,Real Nari & Milani,1301860,[466821],Gnuk! (Pres. Dek31) (Re-Mastered Edit),['GN1100'],['Nari & Milani'],None
18558,17981,480518,480518,"['GN1102', 'GN1101']",20110610,Eelya`s Choice Vol.10 - Elec Odyssey,1303054,"[518460, 534141]",Selecta,['GN1100'],"['Afrojack', 'Quintino']",None
18559,17982,134150,134150,"['GN1102', 'GN1101']",20110610,Everybody In The Place,1303567,[411800],Everybody In The Place (Feat. Poet Name Life) (Autoerotique`s Remix),['GN1100'],['Joachim Garraud'],None
18560,17983,78136,78136,['GN2601'],20110615,In The House,1305559,[546101],In The House,['GN2600'],['DJ Elrectnone'],None
18561,17984,443995,443995,"['GN2601', 'GN2602']",20110613,Freakhouze `Get Up`,1305955,[283366],Get Up (Calvertron Remix),['GN2600'],['Freakhouze'],None
18562,17985,631072,631072,"['GN1104', 'GN1101']",20110419,Brain Rocker Remixes Part.2,1315163,[525866],Brain Rocker (Cyberpunkers Remix),['GN1100'],['Fukkk Offf'],None
18563,17986,123199,123199,"['GN1104', 'GN1103', 'GN1101']",20110318,"Crank, But Sexy",1317660,[470860],Sexy Shake (Album Edit),['GN1100'],['Rene Rodrigezz'],None
18564,17987,135138,135138,"['GN1104', 'GN1101']",20110314,Top 20 Dance Parade Vol.4,1220851,[529187],Generation 80`s (DJ Fernando Lopez Remix),['GN1100'],['Andrew Mills'],None
18565,18012,670271,670271,"['GN1104', 'GN1101']",20110314,Top 20 Dance Parade Vol.4,1220851,[529186],Mamma Mia (DJ Fernando Lopez Crazy Mix),['GN1100'],['Maurinho Da Silva'],None
18566,17988,674362,674362,"['GN1104', 'GN1101']",20100531,Ibiza Summer Club Hits,1227151,[530205],Tribute (DJ Fernando Lopez Sun Mix),['GN1100'],['DJ Lorenzo Ballerini'],None
18567,17989,6949,6949,"['GN1102', 'GN1101']",20110328,Far L`Amore,1229977,"[166033, 203383]",Far L`Amore,['GN1100'],"['Bob Sinclar', 'Raffaella Carra']",None
18568,17990,38926,38926,"['GN1104', 'GN1103', 'GN1101']",20110326,Swing Time,1230755,"[54361, 531041]",Swing Time (Club Radio Edit) (Feat. Guido Lembo),['GN1100'],"['David Jones', 'Will Gold']",None
18569,17991,677723,677723,"['GN1104', 'GN1103', 'GN1101']",20110513,Danceflowa,1277352,[521442],Danceflowa (Remix Edit),['GN1100'],['Tom Slake'],None
18570,17992,140789,140789,['GN0901'],20091115,Top 20 Dance,112034,[37891],Let Me Think About It,['GN0900'],['DJ Hush'],None
18571,17994,443847,443847,"['GN1104', 'GN1103', 'GN1101']",20101015,Sing Sing Sing 2010 Remixes,1052652,[162161],Sing Sing Sing (Enzo Siffredi Remix),['GN1100'],['Jazzbit'],None
18572,17996,688440,688440,['GN2601'],20110421,Raw Saw Audio Vol.1,1254059,[43743],Turn This Sh!t Up (Feat. Woo-Side),['GN2600'],['스케줄원 (Schedule 1)'],None
18573,17997,111970,111970,"['GN1104', 'GN2704', 'GN1101']",20110502,Where Them Girls At (Feat. Flo Rida & Nicki Minaj),1265255,[182123],Where Them Girls At (Feat. Flo Rida & Nicki Minaj),"['GN2700', 'GN1100']",['David Guetta'],None
18574,17998,201379,201379,"['GN2601', 'GN2602']",20110504,Loop Loop Red Red,1266352,[538461],Bad Punkers,['GN2600'],['킬러컷츠'],None
18575,17999,85851,85851,['GN1101'],20110503,La Fete,1266551,[181702],Wanna Fete (Wanna Get Remix),['GN1100'],['Parov Stelar'],None
18576,18000,380043,380043,"['GN1104', 'GN1103', 'GN1101']",20110506,Hey (Nah Neh Nah) (For South East Asia),1268053,"[461919, 101929]",Hey (Nah Neh Nah) (Milk & Sugar Radio Ver.),['GN1100'],"['Milk & Sugar', 'Vaya Con Dios']",None
18577,18001,646830,646830,"['GN1102', 'GN1101']",20101028,O` Sarracino,1274553,[539902],O` Sarracino (Original Radio Edit),['GN1100'],['Folk Tapes'],None
18578,18002,133056,133056,"['GN2704', 'GN1104', 'GN1103', 'GN1101']",20110520,ToCorea DJ #3 : Real Afrojack,1274756,"[518460, 539924]",Drop Down,"['GN2700', 'GN1100']","['Afrojack', 'The Partysquad']",None
18579,18003,469374,469374,"['GN2704', 'GN1104', 'GN1103', 'GN1101']",20110520,ToCorea DJ #3 : Real Afrojack,1274756,[518460],(Bonus Track) Take Over Control (Feat. Eva Simons) (Apster Remix),"['GN2700', 'GN1100']",['Afrojack'],None
18580,18004,582055,582055,['GN2601'],20110401,My Name Is Remix,1232851,[283366],Always Tomorrow (Hirshee & Freakhouze Feat. Sue Cho) (Radio Edit),['GN2600'],['Freakhouze'],None
18581,18006,397147,397147,"['GN1102', 'GN1101']",20110617,Bounce - Remixes (Digital Audio Bundle),1312375,[227229],Bounce (Feat. Kelis) (Michael Woods Remix),['GN1100'],['Calvin Harris'],None
18582,18008,11665,11665,"['GN1102', 'GN1101']",20110214,Rio Vegas,1181955,[513221],Rio Vegas (Feat. Sapir Asy),['GN1100'],['Rio Vegas'],None
18583,18009,171520,171520,"['GN1104', 'GN1103', 'GN1101']",20110309,More Than Friends Remixes,1196557,[525866],More Than Friends (Original Mix),['GN1100'],['Fukkk Offf'],None
18584,18010,270055,270055,"['GN1102', 'GN1101']",20110307,X Lover,1200953,[526540],X Lover,['GN1100'],['Ze!'],None
18585,18011,341601,341601,"['GN1104', 'GN1103', 'GN1101']",20110307,Nasty Girl,1203653,[496160],Nasty Girl (Club Edit) (Feat. Deeci),['GN1100'],['The Nycer'],None
18586,18013,607141,607141,"['GN1104', 'GN1103', 'GN1102', 'GN1101']",20110826,Love U Seek (Feat. Amanda Wilson) (Remixes),2008675,[406222],Love U Seek (Club Mix),['GN1100'],['Samuele Sartini'],None
18587,18014,385878,385878,"['GN1104', 'GN1101']",20110908,La La La (Hot Girls) (English Ver.),2012067,[431540],La La La (Hot Girls) (English Ver.),['GN1100'],['Da` Zoo'],None
18588,18015,353573,353573,"['GN1104', 'GN1101']",20101014,Sexy DJ (In Da Club),1085911,[39898],Sexy Dj (In Da Club) (Radio Edit) (Feat. Maya Days),['GN1100'],['Gabry Ponte'],None
18589,18016,680806,680806,"['GN1102', 'GN1101']",20101206,Bass Down Low,1091752,[510960],Bass Down Low (Explicit Version) (Feat. The Cataracs),['GN1100'],['Dev'],None
18590,18017,317823,317823,"['GN1104', 'GN1103', 'GN1101']",20100316,Disco Nuff EP,1102255,[466821],Disco Nuff (Cristian Marchi Perfect Radio Edit) (Feat. Max C),['GN1100'],['Nari & Milani'],None
18591,18019,555828,555828,"['GN1104', 'GN1103', 'GN1101']",20091125,My Destination (The Remixes),1106052,[422460],I`m A DJ (His Majestic Andre I`m A DJ Too Remix) (Feat. Carl),['GN1100'],['Alex Gaudino'],None
18592,18020,135614,135614,"['GN1104', 'GN1103', 'GN1101']",20101227,Keep On Going,1118151,[196421],Keep On Going (Cold Blank Remix) (Feat. Ozmosis),['GN1100'],['Robbie Rivera'],None
18593,18021,659462,659462,"['GN2704', 'GN1104', 'GN1103', 'GN1101']",20101201,I`m In The House,1127155,[487524],I`m In The House (Original) (Feat. Zuper Blahq),"['GN2700', 'GN1100']",['Steve Aoki'],None
18594,18022,451474,451474,"['GN1104', 'GN1103', 'GN1101']",20110103,Feel The Hard Rock (Up To No Good),1127254,[243133],Feel The Hard Rock (Up To No Good) (Heiko & Maiko Vocal Radio Edit),['GN1100'],['Hardrox'],None
18595,18024,443883,443883,"['GN1102', 'GN1101']",20110120,Nervous Breakdown (Feat. MC Pryme),1149152,[518480],Nervous Breakdown (Block & Crown Pacha Radio Edit),['GN1100'],['The Shrink Reloaded'],None
18596,18025,587989,587989,['GN2601'],20110216,"Get Up, Get Down",1173652,[43743],"Get Up, Get Down",['GN2600'],['스케줄원 (Schedule 1)'],None
18597,18026,478240,478240,"['GN1104', 'GN1103', 'GN1101']",20101223,Discotex! (Yah!),1173856,[522161],Discotex! (Yah!) (DJ Rebel Radio Remix),['GN1100'],['DJ F.R.A.N.K.'],None
18598,18027,242341,242341,"['GN1104', 'GN1101']",20110216,Soundsystem,1173857,[512781],The Only Love Song / Fading Halo (Acapella),['GN1100'],['The Qemists'],None
18599,18028,151532,151532,"['GN1104', 'GN1101']",20110216,Soundsystem,1173857,[512781],Renegade (Cutline Remix Instrumental),['GN1100'],['The Qemists'],None
18600,18030,24513,24513,"['GN0907', 'GN0901']",20090731,Silly Boy,640051,[428041],Silly Boy,['GN0900'],['Eva Simons'],None
18601,18031,476549,476549,"['GN1104', 'GN2704', 'GN1101']",20030929,Traffic,654656,[32887],Traffic (Radio Edit),"['GN2700', 'GN1100']",['Tiesto'],None
18602,18032,31531,31531,"['GN1104', 'GN1101']",20091119,Sex And Drugs,719186,[441772],Sex And Drugs (Benny Benassi Remix),['GN1100'],['Hyper Crush'],None
18603,18033,71137,71137,"['GN1104', 'GN1103', 'GN1101']",20090629,Lala Song,733257,[166033],Lala Song (Tocasdisco Remix),['GN1100'],['Bob Sinclar'],None
18605,18038,78894,78894,['GN0101'],20080403,For Jacqueline,375233,[1965],지붕 위의 고양이 (Feat. 장윤주),['GN0100'],['정재형'],None
18607,18040,396932,396932,"['GN0508', 'GN0501', 'GN0601', 'GN0503', 'GN0605']",20090702,달콤한소금,600551,[420701],오후에야,"['GN0500', 'GN0600']",['달콤한 소금'],None
18608,18041,138491,138491,"['GN0509', 'GN0601', 'GN0503', 'GN0606', 'GN0501']",20100831,맑음 때때로 흐리고 비,1007090,[242356],Breath,"['GN0500', 'GN0600']",['RUBYSTAR (루비스타)'],None
18609,18042,124569,124569,"['GN0501', 'GN0502', 'GN0101', 'GN0506', 'GN0509', 'GN0805', 'GN0801']",20101029,"첫 번째, 방",1056552,"[177241, 181716]",고양이왈츠,"['GN0500', 'GN0100', 'GN0800']","['심규선 (Lucia)', '에피톤 프로젝트']",None
18610,18043,268129,268129,"['GN0501', 'GN0304', 'GN0505', 'GN0301']",20101227,영화봐요 우리,1117162,[513560],영화봐요 우리,"['GN0500', 'GN0300']",['루이비'],None
18611,18050,685856,685856,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20110930,달무지개,2016808,[420701],뒤척뒤척,"['GN0500', 'GN0800']",['달콤한 소금'],None
18612,18051,307809,307809,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20111102,"청춘만감 (Project Boy, Myself)",2028409,[15268],If Only (Mellow & Beat),"['GN0500', 'GN0600']",['Eddie Shin'],None
18613,18052,335864,335864,"['GN0401', 'GN0403', 'GN0402']",20120120,Easy,2068266,[45162],꽃보다 그대가 (Original Ver.),['GN0400'],['영준 (브라운 아이드 소울)'],None
18614,18055,422759,422759,"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20121129,SPARKLE,2168569,[61280],LOVE JAM (with Bebop),"['GN0500', 'GN2600']",['HUS (허밍어반스테레오)'],None
18615,18056,518499,518499,"['GN0303', 'GN0301']",20121211,Welcome To My Room,2169738,[548524],데이트 해요 (Feat. 아토),['GN0300'],['슬라임'],None
18616,18058,558713,558713,"['GN0805', 'GN0801']",20130109,Lucia(심규선) & Sabo(유상봉) Curated Ten Years After : Pastel Music 10th Anniversary,2171995,[32221],향,['GN0800'],['캐스커'],None
18617,18060,699304,699304,"['GN2503', 'GN0601', 'GN2501', 'GN0606']",20130408,Romantic Spring,2180373,"[428821, 531835]",2시의 데이트,"['GN2500', 'GN0600']","['가인', '조형우']",None
18619,18066,372087,372087,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20130704,별이 될래요,2191477,[727511],별이 될래요,"['GN0500', 'GN0800']",['남혁'],None
18620,18068,593849,593849,"['GN0601', 'GN0606']",20130905,일기 (Diary),2199839,[497743],일기 (Diary),['GN0600'],['레이디 제인'],None
18621,18069,68382,68382,"['GN0509', 'GN0601', 'GN0503', 'GN0606', 'GN0501']",20131008,Arrival,2208548,[570302],너와나의,"['GN0500', 'GN0600']",['프롬'],None
18623,18071,231752,231752,"['GN0805', 'GN0801']",20170419,칭찬에 약해요,10056205,[1461499],칭찬에 약해요,['GN0800'],['태엽장치'],None
18624,18072,15343,15343,"['GN0401', 'GN0501', 'GN0509']",20170424,Second Date,10057398,[205707],Second Date,"['GN0500', 'GN0400']",['슈가볼'],None
18625,18073,674557,674557,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20170518,고백장애,10063227,[727882],좋겠다 (Feat. 소음),"['GN0500', 'GN0600']",['데일리노트'],None
18626,18074,319363,319363,"['GN0401', 'GN0402']",20170609,잠시만요,10069605,[777468],잠시만요 (Feat. 코스믹걸),['GN0400'],['아토 (ATO)'],None
18627,18075,421569,421569,"['GN0805', 'GN0801']",20171014,LISTEN 016 velvet,10102293,[28498],velvet,['GN0800'],['장재인'],None
18629,18077,457519,457519,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20180102,꿀차,10124026,[773385],꿀차,"['GN0500', 'GN0600']",['우효'],None
18630,18078,361747,361747,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20180118,붕- pt.4 `넌 내가 얼마나 안고 싶은지 모르지`,10130276,[105031],넌 내가 얼마나 안고 싶은지 모르지,"['GN0500', 'GN0800']",['참깨와 솜사탕'],None
18631,18079,88286,88286,"['GN0509', 'GN0101', 'GN0506', 'GN0501']",20180309,Blind Side,10145937,[2110862],Blind Side,"['GN0500', 'GN0100']",['블루램 (Blue lamb)'],None
18632,18080,498567,498567,"['GN0501', 'GN0101', 'GN0506', 'GN0509']",20180401,Dear Mal,10153102,[1626519],Dear Mal,"['GN0500', 'GN0100']",['챈스 (Chance)'],None
18634,18083,673115,673115,"['GN0401', 'GN0501', 'GN0509']",20180530,YELLOW CARPET,10171392,[1228013],YELLOW CARPET,"['GN0500', 'GN0400']",['오주 (OHZU)'],None
18635,18084,232293,232293,"['GN0501', 'GN0502', 'GN0801', 'GN0509']",20180712,Feel so weak,10183839,[2204041],Feel so weak,"['GN0500', 'GN0800']",['진세호'],None
18636,18085,157997,157997,[],20180806,Everyday Artistic,10191420,[2242513],Everyday Artistic,['GN9000'],['George D.Blue'],None
18637,18086,81196,81196,"['GN0401', 'GN0403']",20180812,memo,10193597,[17236],memo (Feat. 진준왕) (Prod. Migo),['GN0400'],['맨디 (Mandy)'],None
18638,18089,595242,595242,"['GN0501', 'GN0304', 'GN0505', 'GN0301']",20180919,MAKE ME DOWN,10205425,[966674],MAKE ME DOWN (feat.TANIC),"['GN0500', 'GN0300']",['비비 (BB)'],None
18639,18090,663556,663556,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20181005,Everything to,10209607,[597191],Everything to,"['GN0500', 'GN0800']",['CHEEZE (치즈)'],None
18640,18091,493705,493705,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20181015,"그래, 좋아",10211538,[673840],"그래, 좋아 (Feat. 박종권)","['GN0500', 'GN0800']",['람다'],None
18641,18092,346243,346243,"['GN0509', 'GN0601', 'GN0503', 'GN0606', 'GN0501']",20181025,카페라떼,10215555,[875346],카페라떼,"['GN0500', 'GN0600']",['륜섭'],None
18642,18093,556969,556969,"['GN0805', 'GN0509', 'GN0502', 'GN0801', 'GN0501']",20181108,Telling the Truth in Love,10220322,[2401279],Concentrate,"['GN0500', 'GN0800']",['Corduroy (코듀로이)'],None
18643,18094,277652,277652,"['GN1014', 'GN0901', 'GN0902', 'GN1001']",20181112,My Famous Laughter,10220716,[1202288],My Famous Laughter,"['GN0900', 'GN1000']",['Little Big Sea'],None
18644,18095,338245,338245,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20181115,現象 (현상),10222217,[2140382],抹茶 (말차),"['GN0500', 'GN0600']",['유지몽 (yoojimong)'],None
18645,18096,54894,54894,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20181119,On and On,10223502,[1384198],On and On,"['GN0500', 'GN0600']",['알레프 (ALEPH)'],None
18646,18097,147060,147060,"['GN0401', 'GN0403']",20181124,Give Me Something,10225718,[1183957],Give Me Something (Feat. 루디밀러),['GN0400'],['Wynn'],None
18647,18098,190535,190535,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20190212,"사랑, 우주",10230644,[2021096],받아요,"['GN0500', 'GN0800']",['정고래'],None
18648,18099,278360,278360,"['GN0509', 'GN0105', 'GN0101', 'GN0506', 'GN0501']",20181212,Edit.,10231580,[728044],길을 걸으면 (Album Ver.),"['GN0500', 'GN0100']",['빌리어코스티'],None
18649,18100,231235,231235,"['GN0401', 'GN0501', 'GN0509']",20181218,꿈에서 만나,10233589,[790256],꿈에서 만나,"['GN0500', 'GN0400']",['슬로 (Sllo)'],None
18650,18101,108234,108234,"['GN0401', 'GN0402']",20190104,A to Z,10239398,[783239],너를 그려,['GN0400'],['자이로 (zai.ro)'],None
18651,18102,453911,453911,"['GN0401', 'GN0509', 'GN0403', 'GN0501']",20190114,만나러 갈게,10242147,[2111493],만나러 갈게,"['GN0500', 'GN0400']",['OuiOui (위위)'],None
18652,18103,537727,537727,"['GN0401', 'GN0501', 'GN0509']",20190117,내 얘기,10242928,[718674],노을 (feat. Limzy),"['GN0500', 'GN0400']",['숨셔'],None
18653,18104,598900,598900,"['GN0501', 'GN0502', 'GN0801', 'GN0509']",20190208,그래 난 니가,10249003,[924539],그래 난 니가 (Feat. 손현영),"['GN0500', 'GN0800']",['승표'],None
18654,18105,595626,595626,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20190316,Koh,10261698,[1382339],Koh,"['GN0500', 'GN0800']",['92914'],None
18655,18106,173970,173970,"['GN0401', 'GN0402']",20190419,Ky-Fi,10275798,[2113895],"Me, Myself & I",['GN0400'],['Kaya (카야)'],None
18656,18107,201802,201802,"['GN0805', 'GN1501', 'GN0801', 'GN1504']",20190525,최고의 엔딩 OST,10290095,[722722],아무도 모르는 엔딩,"['GN1500', 'GN0800']",['스텔라장 (Stella Jang)'],None
18657,18108,491014,491014,"['GN0401', 'GN0501', 'GN0509']",20190602,낭만이 필요해,10292957,[722326],낭만이 필요해,"['GN0500', 'GN0400']",['이아람'],None
18658,18109,229643,229643,"['GN0601', 'GN0606']",20190605,선인장,10294002,[28498],선인장,['GN0600'],['장재인'],None
18659,18110,256666,256666,"['GN0509', 'GN0501', 'GN0304', 'GN0505', 'GN0301']",20190916,Never wake up,10327137,[966674],Never wake up,"['GN0500', 'GN0300']",['비비 (BB)'],None
18660,18111,252822,252822,"['GN0501', 'GN0304', 'GN0301', 'GN0505', 'GN0509']",20190916,Never wake up,10327137,[966674],Hello there stranger (feat. TANIC),"['GN0500', 'GN0300']",['비비 (BB)'],None
18661,18112,660040,660040,"['GN0509', 'GN0105', 'GN0101', 'GN0506', 'GN0501']",20190916,너의 바다,10328231,[859669],너의 바다 (Feat. 김호연),"['GN0500', 'GN0100']",['크래커 (CRACKER)'],None
18662,18114,540184,540184,"['GN0509', 'GN0601', 'GN0503', 'GN0606', 'GN0501']",20140515,멜로,2256233,[420042],멜로,"['GN0500', 'GN0600']",['스윗리벤지 (Sweet Revenge)'],None
18664,18116,581046,581046,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20140609,Body Fantasies,2259543,[763813],"1,2,3 (Body Fantasies)","['GN0500', 'GN0600']",['로코베리'],None
18665,18117,175265,175265,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20140619,충분해,2261534,[184730],충분해,"['GN0500', 'GN0600']",['타루'],None
18666,18118,383632,383632,"['GN0501', 'GN0502', 'GN0801', 'GN0509']",20140923,너 좋아해?,2283043,[729067],너 좋아해? (With. 김영찬),"['GN0500', 'GN0800']",['윰'],None
18667,18119,228364,228364,"['GN1402', 'GN1401']",20141216,Moira,2295349,[790632],Love Me Instead,['GN1400'],['Moira'],None
18668,18121,221695,221695,"['GN0601', 'GN0606']",20150330,힘내,2311319,[493783],행복의 주문,['GN0600'],['커피소년'],None
18669,18123,577533,577533,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20150515,너와 걸을래,2318693,[718962],너와 걸을래,"['GN0500', 'GN0600']",['만쥬한봉지'],None
18670,18124,569122,569122,"['GN0805', 'GN0509', 'GN0502', 'GN0801', 'GN0501']",20150521,인디음악추천,2319632,[697133],널 그린다 (Drawing you),"['GN0500', 'GN0800']",['티셔츠밴드'],None
18671,18125,188196,188196,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20150522,young,2320034,[467880],예뻐서 그래,"['GN0500', 'GN0800']",['스탠딩 에그'],None
18673,18127,326806,326806,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20150526,딱 한번,2320221,[762428],딱 한번,"['GN0500', 'GN0800']",['11시11분'],None
18674,18128,435261,435261,"['GN0401', 'GN0402']",20150601,왜 또,2321186,[868729],왜 또 (Feat. 문엄프),['GN0400'],['차우 (Chawoo)'],None
18675,18129,561455,561455,"['GN0509', 'GN0502', 'GN0801', 'GN0501']",20150622,솜과 사탕,2325326,[749041],솜과 사탕,"['GN0500', 'GN0800']",['안녕하신가영'],None
18676,18130,372554,372554,"['GN0401', 'GN0403']",20160316,White Lie,2673345,[904799],White Lie,['GN0400'],['자밀킴'],None
18677,18131,286508,286508,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20161028,어제의 소설,10010390,[714704],열꽃,"['GN0500', 'GN0800']",['곽푸른하늘'],None
18679,18133,659116,659116,"['GN0401', 'GN0501', 'GN0403', 'GN0509']",20170223,27.26,10041124,[890376],"유난히 (Feat. 플리지,앤덥)","['GN0500', 'GN0400']",['정바스'],None
